unit_id,tries_amount,questionnaire_amount,dimensions_amount,document_amount,current_try,q_0_age_question,q_0_age_answer,q_0_age_value,q_0_school_question,q_0_school_answer,q_0_school_value,q_0_taxes_question,q_0_taxes_answer,q_0_taxes_value,q_0_political_views_question,q_0_political_views_answer,q_0_political_views_value,q_0_consideration_question,q_0_consideration_answer,q_0_consideration_value,q_0_southern_border_question,q_0_southern_border_answer,q_0_southern_border_value,q_0_environment_question,q_0_environment_answer,q_0_environment_value,q_0_time_elapsed,q_0_accesses,q_1_farmers_question,q_1_farmers_answer,q_1_farmers_value,q_1_time_elapsed,q_1_accesses,q_2_marks_question,q_2_marks_answer,q_2_marks_value,q_2_time_elapsed,q_2_accesses,q_3_athletics_question,q_3_athletics_answer,q_3_athletics_value,q_3_time_elapsed,q_3_accesses,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_label,doc_truthfulness_justification,doc_truthfulness_url,doc_accesses,doc_time_elapsed
unit_12,10,4,1,8,1,What is your age range?,19-25,1.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,27.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,38.97,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5.0,9.01,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20.0,31.81,1,0,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyâ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5,true,5,true,Crenshaw said in a tweet that longstanding FDA regulations âcreated barriers to the private industry creating a test quicklyâ for the coronavirus. Crenshawâs statement is accurate,https://www.statesman.com/news/20200320/fact-check-did-fda-regulations-slow-testing-for-coronavirus,1.0,273.95
unit_12,10,4,1,8,1,What is your age range?,19-25,1.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,27.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,38.97,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5.0,9.01,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20.0,31.81,1,1,HIGH,Yes We can,Barack Obama,2008-01-08,Facebook Post,5,true,5,true,"Yes We Can may refer to: ""Yes We Can"" (Made in Mexico song), a song featured in Guitar Hero II ""Yes We Can"" (slogan), a slogan used by the 2008 Barack Obama presidential campaign ""Obama (Yes We Can)"", a 2008 campaign song by Andy Fraser",https://en.wikipedia.org/wiki/Yes_We_Can,1.0,71.81
unit_12,10,4,1,8,1,What is your age range?,19-25,1.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,27.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,38.97,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5.0,9.01,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20.0,31.81,1,2,false_doc10,Says video showsthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptomsâ,Facebook Post,2020-02-04,Viral Image,1,false,1,false,The statement contains an element of lie  but ignore critical facts that would give a different impression.I can not recommend this information,https://www.cnbc.com/2019/11/07/china-starts-6g-development-having-just-turned-on-its-5g-mobile-network.html,1.0,697.34
unit_12,10,4,1,8,1,What is your age range?,19-25,1.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,27.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,38.97,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5.0,9.01,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20.0,31.81,1,3,half-true_doc5,Harvard scientists say the coronavirus isspreading so fast that it will infect 70 of humanity this yearâ,Facebook Post,2020-10-03,Viral Image,3,half-true,4,mostly-true,"Harvard University epidemiologist Marc Lipsitch is predicting the coronavirus ""will ultimately not be containable"" and, within a year, will infect somewhere between 40 and 70 percent of humanity, The Atlantic reports. But don't be too alarmed. Many of those people, Lipsitch clarifies, won",https://news.yahoo.com/harvard-scientist-predicts-coronavirus-infect-195800282.html,1.0,119.33
unit_12,10,4,1,8,1,What is your age range?,19-25,1.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,27.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,38.97,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5.0,9.01,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20.0,31.81,1,4,mostly-true_doc1,Says a study projects Wisconsinâs coronavirus cases will peak on April 26 2020,Facebook Post,2020-29-03,Facebook Posts,4,mostly-true,4,mostly-true,"A study estimating coronavirus peak dates for each state pegged Wisconsin at May 22, last in the U.S. An update now projects an April 26 peak. True?",https://www.usatoday.com/story/news/factcheck/2020/03/31/fact-check-changing-coronavirus-peak-projections/5097782002/,1.0,52.39
unit_12,10,4,1,8,1,What is your age range?,19-25,1.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,27.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,38.97,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5.0,9.01,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20.0,31.81,1,5,LOW,Injecting Bleach Could Be a Cure for COVID19,Donald Trump,2020-04-23,Press Conference,0,pants-on-fire,4,mostly-true,Trump said 'it could be interesting' to see if injected bleach could cure Covid-19 US medical experts have come out in force to slam the idea as 'dangerous' Presidential hopeful Joe Biden ...,https://www.dailymail.co.uk/news/article-8252993/Experts-slam-Trump-suggesting-injecting-bleach-cure-Covid-19.html,1.0,75.91
unit_12,10,4,1,8,1,What is your age range?,19-25,1.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,27.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,38.97,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5.0,9.01,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20.0,31.81,1,6,mostly-false_doc5,President Trump COVID19 coronavirus US cases 1329 US deaths 38 panic level mass hysteria President Obama H1N1 virus US cases 608 million US deaths 12469 panic level totally chill Do you all see how the media can manipulate your life,Viral Image,2020-13-03,Viral Image,2,mostly-false,3,half-true,"âPresident Trump: COVID-19 Coronavirus U.S. Cases: 1,329 U.S. Deaths: 38 Panic level: Mass hysteria. President Obama: H1N1 Virus U.S. Cases: 60.8 MILLION U.S. Deaths: 12,469 Panic level: Totally chill. Do you all see how the media can manipulate your life?â Hyborian Warlord Posted March 16, 2020 at 7:09 am | Permalink. Why do you think th",http://markmaynard.com/2020/07/today-in-stupid-america-republican-congressman-louie-gohmert-gets-diagnosed-with-covid-19-says-he-probably-got-it-because-he-was-wearing-a-mask/,1.0,158.95
unit_12,10,4,1,8,1,What is your age range?,19-25,1.0,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Conservative,1.0,"In politics today, do you consider yourself a",Republican,0.0,Should the U.S. build a wall along the southern border?,Agree,0.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,27.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,38.97,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5.0,9.01,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20.0,31.81,1,7,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0,pants-on-fire,4,mostly-true,"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. ... The numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something and we are dumb enough to believe what you see on TV or on Facebook. ... members of the Trump ...",https://www.inquirer.com/politics/coronavirus-facebook-hoax-pennsylvania-true-false-20200406.html,1.0,39.43
unit_16,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",5.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Independent,2.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,18.05,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,18.21,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,20.41,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,18.31,1,0,mostly-true_doc1,Says a study projects Wisconsinâs coronavirus cases will peak on April 26 2020,Facebook Post,2020-29-03,Facebook Posts,4,mostly-true,1,false,"According to USA Today, the Institute for Health Metrics and Evaluation, which made the initial projection, changed its prediction: ""The updated projections changed the estimated peak for all but four states. Wisconsin moved the most, to 26 days earlier""",https://www.usatoday.com/story/news/factcheck/2020/03/31/fact-check-changing-coronavirus-peak-projections/5097782002/,1.0,173.9
unit_16,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",5.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Independent,2.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,18.05,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,18.21,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,20.41,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,18.31,1,1,true_doc8,Says longstanding Food and Drug Administration regulationscreated barriers to the private industry creating a test quicklyâ for the coronavirus,Dan Crenshaw,2020-13-03,Tweet,5,true,2,mostly-false,"According to the Statesman newspaper, Crenshaw did, in fact, say the FDA âcreated barriers to the private industry creating a test quicklyâ for the coronavirus, but his spokesman claims that ""nowhere did we say that these regulations were the sole/only reason for the testing issue, we said that they created barrier,s"" indicating that Crenshaw's statement was taken out of context.",https://www.statesman.com/news/20200320/fact-check-did-fda-regulations-slow-testing-for-coronavirus,1.0,256.12
unit_16,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",5.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Independent,2.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,18.05,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,18.21,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,20.41,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,18.31,1,2,HIGH,Yes We can,Barack Obama,2008-01-08,Facebook Post,5,true,5,true,"According to the Obama Foundation website, Barack Obama's 2008 presidential campaign did, in fact, use the phrase ""Yes, we can"" as a campaign slogan.",https://www.obama.org/our-story/,1.0,172.79
unit_16,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",5.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Independent,2.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,18.05,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,18.21,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,20.41,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,18.31,1,3,LOW,Injecting Bleach Could Be a Cure for COVID19,Donald Trump,2020-04-23,Press Conference,0,pants-on-fire,0,pants-on-fire,"U.S. President Donald Trump did raise the possibility of injecting disinfectant to treat coronavirus at a White House press briefing, though he did not say it outright. Rather, he directed it as a question to an expert at the briefing. Still, according to experts cited in virtually all news sources on the matter, including the Daily Mail, such a suggestion is dangerously ill-advised.",https://www.dailymail.co.uk/news/article-8252993/Experts-slam-Trump-suggesting-injecting-bleach-cure-Covid-19.html,1.0,237.37
unit_16,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",5.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Independent,2.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,18.05,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,18.21,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,20.41,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,18.31,1,4,half-true_doc5,Harvard scientists say the coronavirus isspreading so fast that it will infect 70 of humanity this yearâ,Facebook Post,2020-10-03,Viral Image,3,half-true,2,mostly-false,"The statement is taken out of context. One Harvard scientist (not several as the statement suggests)--epidemiologist Marc Lipsitch--suggests the novel coronavirus ""will infect somewhere between 40 and 70 percent of humanity,"" according to The Week.",https://theweek.com/speedreads/897799/harvard-scientist-predicts-coronavirus-infect-70-percent-humanity,1.0,232.31
unit_16,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",5.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Independent,2.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,18.05,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,18.21,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,20.41,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,18.31,1,5,false_doc10,Says video showsthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptomsâ,Facebook Post,2020-02-04,Viral Image,1,false,0,pants-on-fire,"According to a fact-check performed by Reuters, the statement is false and the video in question was taken before the pandemic: ""This is a video showing Hong Kong protesters tearing down âsmartâ lampposts in 2019, not people tearing down 5G poles in China.""",https://www.reuters.com/article/uk-factcheck-coronavirus-china-5-pole-idUSKBN21O1VE,1.0,133.51
unit_16,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",5.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Independent,2.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,18.05,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,18.21,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,20.41,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,18.31,1,6,mostly-false_doc5,President Trump COVID19 coronavirus US cases 1329 US deaths 38 panic level mass hysteria President Obama H1N1 virus US cases 608 million US deaths 12469 panic level totally chill Do you all see how the media can manipulate your life,Viral Image,2020-13-03,Viral Image,2,mostly-false,0,pants-on-fire,"There is very little information I could find about the meme in question, save for one story about a Virginia pastor who had shared the meme and subsequently passed away from the virus. The source, TooFab, seems less-than-credible, but it verifies that the meme has been circulating. Clearly, though, the numbers of deaths from the coronavirus are substantially higher than the numbers presented in the meme.",https://toofab.com/2020/03/26/virginia-pastor-who-posted-about-coronavirus-being-mass-hysteria-dies-of-virus/,1.0,332.96
unit_16,10,4,1,8,1,What is your age range?,36-50,3.0,What is the highest level of school you have completed or the highest degree you have received?,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",5.0,"Last year what was your total family income from all sources, before taxes?","50,000 to less than 75,000",5.0,"In general, would you describe your political views as",Very liberal,4.0,"In politics today, do you consider yourself a",Independent,2.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,18.05,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3.0,18.21,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,20.41,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,18.31,1,7,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0,pants-on-fire,0,pants-on-fire,"According to the Philadelphia Inquirer, the claim presented in the Facebook post is completely false: ""The deadly virus is killing Americans right now, and abiding by unprecedented orders to stay home is the best way to halt its spread. We rate the postâs claim about the government being 'up to something' Pants on Fire.""",https://www.inquirer.com/politics/coronavirus-facebook-hoax-pennsylvania-true-false-20200406.html,1.0,140.1
unit_18,10,4,1,8,1,What is your age range?,26-35,2.0,What is the highest level of school you have completed or the highest degree you have received?,"Some college (some community college, associateâs degree)",2.0,"Last year what was your total family income from all sources, before taxes?","30,000 to less than 40,000",3.0,"In general, would you describe your political views as",Moderate,2.0,"In politics today, do you consider yourself a",Democrat,1.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,28.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,13.41,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,17.44,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,21.68,1,0,HIGH,Yes We can,Barack Obama,2008-01-08,Facebook Post,5,true,5,true,The phrase was quoted in the transcript and there was video of the speech as well.,https://www.nytimes.com/2008/01/08/us/politics/08text-obama.html,1.0,141.5
unit_18,10,4,1,8,1,What is your age range?,26-35,2.0,What is the highest level of school you have completed or the highest degree you have received?,"Some college (some community college, associateâs degree)",2.0,"Last year what was your total family income from all sources, before taxes?","30,000 to less than 40,000",3.0,"In general, would you describe your political views as",Moderate,2.0,"In politics today, do you consider yourself a",Democrat,1.0,Should the U.S. build a wall along the southern border?,Disagree,1.0,Should the government increase environmental regulations to prevent climate change?,Agree,0.0,28.08,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,9.0,13.41,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,9.0,17.44,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4.0,21.68,1,1,half-true_doc5,Harvard scientists say the coronavirus isspreading so fast that it will infect 70 of humanity this yearâ,Facebook Post,2020-10-03,Viral Image,3,half-true,1,false,"The 70% figure wasn't about how many people were infected, it was referring to how bad this is in relation to 1918.",https://thehill.com/changing-america/well-being/prevention-cures/482794-officials-say-the-cdc-is-preparing-for,1.0,124.08
